week,team,opponent,hypothetical rating,error
10,Boston College,Connecticut,-14.0,0.02
5,Boston College,Florida State,-14.0,0.26
2,Boston College,Rutgers,-14.0,25.49
3,Boston College,Virginia Tech,-14.0,4.95
9,Boston College,Wake Forest,-14.0,0.09
6,Boston College,Louisville,-13.0,116.03
4,Boston College,Maine,-13.0,12.3
7,Boston College,Clemson,-13.0,9.91
10,Boston College,Connecticut,-13.0,0.35
5,Boston College,Florida State,-13.0,0.86
2,Boston College,Rutgers,-13.0,21.55
3,Boston College,Virginia Tech,-13.0,3.3
9,Boston College,Wake Forest,-13.0,0.55
6,Boston College,Louisville,-12.0,107.19
4,Boston College,Maine,-12.0,9.86
7,Boston College,Clemson,-12.0,12.75
10,Boston College,Connecticut,-12.0,1.11
5,Boston College,Florida State,-12.0,1.8
2,Boston College,Rutgers,-12.0,17.94
3,Boston College,Virginia Tech,-12.0,1.98
9,Boston College,Wake Forest,-12.0,1.39
6,Boston College,Louisville,-11.0,98.7
4,Boston College,Maine,-11.0,7.7
7,Boston College,Clemson,-11.0,15.95
10,Boston College,Connecticut,-11.0,2.29
5,Boston College,Florida State,-11.0,3.08
2,Boston College,Rutgers,-11.0,14.67
3,Boston College,Virginia Tech,-11.0,1.0
9,Boston College,Wake Forest,-11.0,2.61
6,Boston College,Louisville,-10.0,90.56
4,Boston College,Maine,-10.0,5.8
7,Boston College,Clemson,-10.0,19.51
10,Boston College,Connecticut,-10.0,3.9
5,Boston College,Florida State,-10.0,4.7
2,Boston College,Rutgers,-10.0,11.72
3,Boston College,Virginia Tech,-10.0,0.35
9,Boston College,Wake Forest,-10.0,4.21
6,Boston College,Louisville,-9.0,82.77
4,Boston College,Maine,-9.0,4.18
7,Boston College,Clemson,-9.0,23.43
10,Boston College,Connecticut,-9.0,5.93
5,Boston College,Florida State,-9.0,6.67
2,Boston College,Rutgers,-9.0,9.1
3,Boston College,Virginia Tech,-9.0,0.03
9,Boston College,Wake Forest,-9.0,6.21
6,Boston College,Louisville,-8.0,75.33
4,Boston College,Maine,-8.0,2.81
7,Boston College,Clemson,-8.0,27.7
10,Boston College,Connecticut,-8.0,8.38
5,Boston College,Florida State,-8.0,8.99
2,Boston College,Rutgers,-8.0,6.82
3,Boston College,Virginia Tech,-8.0,0.05
9,Boston College,Wake Forest,-8.0,8.58
6,Boston College,Louisville,-7.0,68.25
4,Boston College,Maine,-7.0,1.72
7,Boston College,Clemson,-7.0,32.34
10,Boston College,Connecticut,-7.0,11.26
5,Boston College,Florida State,-7.0,11.65
2,Boston College,Rutgers,-7.0,4.86
3,Boston College,Virginia Tech,-7.0,0.41
9,Boston College,Wake Forest,-7.0,11.34
6,Boston College,Louisville,-6.0,61.51
4,Boston College,Maine,-6.0,0.89
7,Boston College,Clemson,-6.0,37.33
10,Boston College,Connecticut,-6.0,14.56
5,Boston College,Florida State,-6.0,14.65
2,Boston College,Rutgers,-6.0,3.23
3,Boston College,Virginia Tech,-6.0,1.09
9,Boston College,Wake Forest,-6.0,14.48
6,Boston College,Louisville,-5.0,55.12
4,Boston College,Maine,-5.0,0.34
7,Boston College,Clemson,-5.0,42.68
10,Boston College,Connecticut,-5.0,18.29
5,Boston College,Florida State,-5.0,17.99
2,Boston College,Rutgers,-5.0,1.94
3,Boston College,Virginia Tech,-5.0,2.11
9,Boston College,Wake Forest,-5.0,18.0
6,Boston College,Louisville,-4.0,49.08
4,Boston College,Maine,-4.0,0.05
7,Boston College,Clemson,-4.0,48.38
10,Boston College,Connecticut,-4.0,22.44
5,Boston College,Florida State,-4.0,21.68
2,Boston College,Rutgers,-4.0,0.97
3,Boston College,Virginia Tech,-4.0,3.47
9,Boston College,Wake Forest,-4.0,21.91
6,Boston College,Louisville,-3.0,43.4
4,Boston College,Maine,-3.0,0.02
7,Boston College,Clemson,-3.0,54.45
10,Boston College,Connecticut,-3.0,27.01
5,Boston College,Florida State,-3.0,25.72
2,Boston College,Rutgers,-3.0,0.34
3,Boston College,Virginia Tech,-3.0,5.16
9,Boston College,Wake Forest,-3.0,26.21
6,Boston College,Louisville,-2.0,38.06
4,Boston College,Maine,-2.0,0.27
7,Boston College,Clemson,-2.0,60.87
10,Boston College,Connecticut,-2.0,32.01
5,Boston College,Florida State,-2.0,30.09
2,Boston College,Rutgers,-2.0,0.03
3,Boston College,Virginia Tech,-2.0,7.18
9,Boston College,Wake Forest,-2.0,30.88
6,Bowling Green,Akron,-11.0,30.03
9,Bowling Green,Central Michigan,-11.0,187.73
4,Bowling Green,Marshall,-11.0,68.32
8,Bowling Green,Miami (OH),-11.0,37.05
7,Bowling Green,Buffalo,-11.0,56.12
3,Bowling Green,Eastern Kentucky,-11.0,0.74
5,Bowling Green,Mississippi State,-11.0,0.24
2,Bowling Green,UCLA,-11.0,3.29
6,Bowling Green,Akron,-10.0,25.56
9,Bowling Green,Central Michigan,-10.0,175.92
4,Bowling Green,Marshall,-10.0,61.69
8,Bowling Green,Miami (OH),-10.0,31.94
7,Bowling Green,Buffalo,-10.0,62.64
3,Bowling Green,Eastern Kentucky,-10.0,0.25
5,Bowling Green,Mississippi State,-10.0,0.01
2,Bowling Green,UCLA,-10.0,4.93
6,Bowling Green,Akron,-9.0,21.44
9,Bowling Green,Central Michigan,-9.0,164.5
4,Bowling Green,Marshall,-9.0,55.4
8,Bowling Green,Miami (OH),-9.0,27.2
7,Bowling Green,Buffalo,-9.0,69.51
3,Bowling Green,Eastern Kentucky,-9.0,0.02
5,Bowling Green,Mississippi State,-9.0,0.12
2,Bowling Green,UCLA,-9.0,6.9
6,Bowling Green,Akron,-8.0,17.69
9,Bowling Green,Central Michigan,-8.0,153.45
4,Bowling Green,Marshall,-8.0,49.44
8,Bowling Green,Miami (OH),-8.0,22.85
7,Bowling Green,Buffalo,-8.0,76.75
3,Bowling Green,Eastern Kentucky,-8.0,0.05
5,Bowling Green,Mississippi State,-8.0,0.57
2,Bowling Green,UCLA,-8.0,9.2
6,Bowling Green,Akron,-7.0,14.3
9,Bowling Green,Central Michigan,-7.0,142.79
4,Bowling Green,Marshall,-7.0,43.83
8,Bowling Green,Miami (OH),-7.0,18.87
7,Bowling Green,Buffalo,-7.0,84.34
3,Bowling Green,Eastern Kentucky,-7.0,0.35
5,Bowling Green,Mississippi State,-7.0,1.36
2,Bowling Green,UCLA,-7.0,11.83
6,Bowling Green,Akron,-6.0,11.27
9,Bowling Green,Central Michigan,-6.0,132.52
4,Bowling Green,Marshall,-6.0,38.55
8,Bowling Green,Miami (OH),-6.0,15.27
7,Bowling Green,Buffalo,-6.0,92.29
3,Bowling Green,Eastern Kentucky,-6.0,0.92
5,Bowling Green,Mississippi State,-6.0,2.51
2,Bowling Green,UCLA,-6.0,14.79
6,Bowling Green,Akron,-5.0,8.59
9,Bowling Green,Central Michigan,-5.0,122.62
4,Bowling Green,Marshall,-5.0,33.61
8,Bowling Green,Miami (OH),-5.0,12.06
7,Bowling Green,Buffalo,-5.0,100.6
3,Bowling Green,Eastern Kentucky,-5.0,1.75
5,Bowling Green,Mississippi State,-5.0,3.99
2,Bowling Green,UCLA,-5.0,18.08
6,Bowling Green,Akron,-4.0,6.28
9,Bowling Green,Central Michigan,-4.0,113.12
4,Bowling Green,Marshall,-4.0,29.01
8,Bowling Green,Miami (OH),-4.0,9.22
7,Bowling Green,Buffalo,-4.0,109.26
3,Bowling Green,Eastern Kentucky,-4.0,2.84
5,Bowling Green,Mississippi State,-4.0,5.82
2,Bowling Green,UCLA,-4.0,21.7
6,Bowling Green,Akron,-3.0,4.33
9,Bowling Green,Central Michigan,-3.0,103.99
4,Bowling Green,Marshall,-3.0,24.75
8,Bowling Green,Miami (OH),-3.0,6.76
7,Bowling Green,Buffalo,-3.0,118.29
3,Bowling Green,Eastern Kentucky,-3.0,4.2
5,Bowling Green,Mississippi State,-3.0,7.99
2,Bowling Green,UCLA,-3.0,25.65
6,Bowling Green,Akron,-2.0,2.75
9,Bowling Green,Central Michigan,-2.0,95.25
4,Bowling Green,Marshall,-2.0,20.82
8,Bowling Green,Miami (OH),-2.0,4.69
7,Bowling Green,Buffalo,-2.0,127.67
3,Bowling Green,Eastern Kentucky,-2.0,5.82
5,Bowling Green,Mississippi State,-2.0,10.51
2,Bowling Green,UCLA,-2.0,29.93
6,Bowling Green,Akron,-1.0,1.52
9,Bowling Green,Central Michigan,-1.0,86.89
4,Bowling Green,Marshall,-1.0,17.24
8,Bowling Green,Miami (OH),-1.0,2.99
7,Bowling Green,Buffalo,-1.0,137.41
3,Bowling Green,Eastern Kentucky,-1.0,7.7
5,Bowling Green,Mississippi State,-1.0,13.37
2,Bowling Green,UCLA,-1.0,34.54
6,Bowling Green,Akron,0.0,0.65
9,Bowling Green,Central Michigan,0.0,78.92
4,Bowling Green,Marshall,0.0,13.99
8,Bowling Green,Miami (OH),0.0,1.67
7,Bowling Green,Buffalo,0.0,147.51
3,Bowling Green,Eastern Kentucky,0.0,9.85
5,Bowling Green,Mississippi State,0.0,16.57
2,Bowling Green,UCLA,0.0,39.48
6,Bowling Green,Akron,1.0,0.15
9,Bowling Green,Central Michigan,1.0,71.33
4,Bowling Green,Marshall,1.0,11.08
8,Bowling Green,Miami (OH),1.0,0.74
7,Bowling Green,Buffalo,1.0,157.96
3,Bowling Green,Eastern Kentucky,1.0,12.26
5,Bowling Green,Mississippi State,1.0,20.12
2,Bowling Green,UCLA,1.0,44.75
6,Bowling Green,Akron,2.0,0.0
9,Bowling Green,Central Michigan,2.0,64.12
4,Bowling Green,Marshall,2.0,8.51
8,Bowling Green,Miami (OH),2.0,0.18
7,Bowling Green,Buffalo,2.0,168.78
3,Bowling Green,Eastern Kentucky,2.0,14.94
5,Bowling Green,Mississippi State,2.0,24.01
2,Bowling Green,UCLA,2.0,50.35
6,Bowling Green,Akron,3.0,0.22
9,Bowling Green,Central Michigan,3.0,57.3
4,Bowling Green,Marshall,3.0,6.28
8,Bowling Green,Miami (OH),3.0,0.0
7,Bowling Green,Buffalo,3.0,179.95
3,Bowling Green,Eastern Kentucky,3.0,17.88
5,Bowling Green,Mississippi State,3.0,28.24
2,Bowling Green,UCLA,3.0,56.28
6,Bowling Green,Akron,4.0,0.79
9,Bowling Green,Central Michigan,4.0,50.86
4,Bowling Green,Marshall,4.0,4.39
8,Bowling Green,Miami (OH),4.0,0.2
7,Bowling Green,Buffalo,4.0,191.48
3,Bowling Green,Eastern Kentucky,4.0,21.09
5,Bowling Green,Mississippi State,4.0,32.82
2,Bowling Green,UCLA,4.0,62.55
8,Central Michigan,Akron,-13.0,67.84
4,Central Michigan,Bucknell,-13.0,78.89
7,Central Michigan,Ball State,-13.0,3.2
9,Central Michigan,Bowling Green,-13.0,17.86
2,Central Michigan,Oklahoma State,-13.0,22.4
5,Central Michigan,Penn State,-13.0,39.02
3,Central Michigan,South Alabama,-13.0,5.4
6,Central Michigan,Toledo,-13.0,0.57
8,Central Michigan,Akron,-12.0,60.85
4,Central Michigan,Bucknell,-12.0,72.69
7,Central Michigan,Ball State,-12.0,1.86
9,Central Michigan,Bowling Green,-12.0,21.76
2,Central Michigan,Oklahoma State,-12.0,18.72
5,Central Michigan,Penn State,-12.0,34.01
3,Central Michigan,South Alabama,-12.0,3.67
6,Central Michigan,Toledo,-12.0,0.11
8,Central Michigan,Akron,-11.0,54.25
4,Central Michigan,Bucknell,-11.0,66.74
7,Central Michigan,Ball State,-11.0,0.89
9,Central Michigan,Bowling Green,-11.0,26.03
2,Central Michigan,Oklahoma State,-11.0,15.37
5,Central Michigan,Penn State,-11.0,29.35
3,Central Michigan,South Alabama,-11.0,2.27
6,Central Michigan,Toledo,-11.0,0.01
8,Central Michigan,Akron,-10.0,48.02
4,Central Michigan,Bucknell,-10.0,61.05
7,Central Michigan,Ball State,-10.0,0.27
9,Central Michigan,Bowling Green,-10.0,30.7
2,Central Michigan,Oklahoma State,-10.0,12.35
5,Central Michigan,Penn State,-10.0,25.03
3,Central Michigan,South Alabama,-10.0,1.21
6,Central Michigan,Toledo,-10.0,0.27
8,Central Michigan,Akron,-9.0,42.17
4,Central Michigan,Bucknell,-9.0,55.61
7,Central Michigan,Ball State,-9.0,0.01
9,Central Michigan,Bowling Green,-9.0,35.74
2,Central Michigan,Oklahoma State,-9.0,9.66
5,Central Michigan,Penn State,-9.0,21.05
3,Central Michigan,South Alabama,-9.0,0.48
6,Central Michigan,Toledo,-9.0,0.89
8,Central Michigan,Akron,-8.0,36.7
4,Central Michigan,Bucknell,-8.0,50.42
7,Central Michigan,Ball State,-8.0,0.11
9,Central Michigan,Bowling Green,-8.0,41.17
2,Central Michigan,Oklahoma State,-8.0,7.3
5,Central Michigan,Penn State,-8.0,17.42
3,Central Michigan,South Alabama,-8.0,0.08
6,Central Michigan,Toledo,-8.0,1.87
8,Central Michigan,Akron,-7.0,31.61
4,Central Michigan,Bucknell,-7.0,45.49
7,Central Michigan,Ball State,-7.0,0.56
9,Central Michigan,Bowling Green,-7.0,46.98
2,Central Michigan,Oklahoma State,-7.0,5.27
5,Central Michigan,Penn State,-7.0,14.13
3,Central Michigan,South Alabama,-7.0,0.02
6,Central Michigan,Toledo,-7.0,3.21
8,Central Michigan,Akron,-6.0,26.9
4,Central Michigan,Bucknell,-6.0,40.81
7,Central Michigan,Ball State,-6.0,1.38
9,Central Michigan,Bowling Green,-6.0,53.18
2,Central Michigan,Oklahoma State,-6.0,3.57
5,Central Michigan,Penn State,-6.0,11.18
3,Central Michigan,South Alabama,-6.0,0.29
6,Central Michigan,Toledo,-6.0,4.91
8,Central Michigan,Akron,-5.0,22.57
4,Central Michigan,Bucknell,-5.0,36.38
7,Central Michigan,Ball State,-5.0,2.55
9,Central Michigan,Bowling Green,-5.0,59.76
2,Central Michigan,Oklahoma State,-5.0,2.2
5,Central Michigan,Penn State,-5.0,8.58
3,Central Michigan,South Alabama,-5.0,0.89
6,Central Michigan,Toledo,-5.0,6.98
8,Central Michigan,Akron,-4.0,18.62
4,Central Michigan,Bucknell,-4.0,32.21
7,Central Michigan,Ball State,-4.0,4.08
9,Central Michigan,Bowling Green,-4.0,66.72
2,Central Michigan,Oklahoma State,-4.0,1.16
5,Central Michigan,Penn State,-4.0,6.32
3,Central Michigan,South Alabama,-4.0,1.83
6,Central Michigan,Toledo,-4.0,9.4
8,Central Michigan,Akron,-3.0,15.05
4,Central Michigan,Bucknell,-3.0,28.29
7,Central Michigan,Ball State,-3.0,5.97
9,Central Michigan,Bowling Green,-3.0,74.07
2,Central Michigan,Oklahoma State,-3.0,0.45
5,Central Michigan,Penn State,-3.0,4.41
3,Central Michigan,South Alabama,-3.0,3.11
6,Central Michigan,Toledo,-3.0,12.19
8,Central Michigan,Akron,-2.0,11.86
4,Central Michigan,Bucknell,-2.0,24.63
7,Central Michigan,Ball State,-2.0,8.21
9,Central Michigan,Bowling Green,-2.0,81.8
2,Central Michigan,Oklahoma State,-2.0,0.07
5,Central Michigan,Penn State,-2.0,2.84
3,Central Michigan,South Alabama,-2.0,4.71
6,Central Michigan,Toledo,-2.0,15.33
8,Central Michigan,Akron,-1.0,9.04
4,Central Michigan,Bucknell,-1.0,21.22
7,Central Michigan,Ball State,-1.0,10.82
9,Central Michigan,Bowling Green,-1.0,89.92
2,Central Michigan,Oklahoma State,-1.0,0.02
5,Central Michigan,Penn State,-1.0,1.62
3,Central Michigan,South Alabama,-1.0,6.66
6,Central Michigan,Toledo,-1.0,18.84
8,Central Michigan,Akron,0.0,6.61
4,Central Michigan,Bucknell,0.0,18.07
7,Central Michigan,Ball State,0.0,13.78
9,Central Michigan,Bowling Green,0.0,98.42
2,Central Michigan,Oklahoma State,0.0,0.3
5,Central Michigan,Penn State,0.0,0.73
3,Central Michigan,South Alabama,0.0,8.93
6,Central Michigan,Toledo,0.0,22.71
8,Central Michigan,Akron,1.0,4.56
4,Central Michigan,Bucknell,1.0,15.16
7,Central Michigan,Ball State,1.0,17.1
9,Central Michigan,Bowling Green,1.0,107.3
2,Central Michigan,Oklahoma State,1.0,0.91
5,Central Michigan,Penn State,1.0,0.2
3,Central Michigan,South Alabama,1.0,11.54
6,Central Michigan,Toledo,1.0,26.94
8,Central Michigan,Akron,2.0,2.89
4,Central Michigan,Bucknell,2.0,12.52
7,Central Michigan,Ball State,2.0,20.78
9,Central Michigan,Bowling Green,2.0,116.56
2,Central Michigan,Oklahoma State,2.0,1.85
5,Central Michigan,Penn State,2.0,0.0
3,Central Michigan,South Alabama,2.0,14.49
6,Central Michigan,Toledo,2.0,31.53
4,Charlotte,Georgia State,-17.0,95.59
10,Charlotte,Rice,-17.0,520.65
8,Charlotte,Alabama-Birmingham,-17.0,60.72
1,Charlotte,Florida Atlantic,-17.0,1.75
9,Charlotte,Florida International,-17.0,64.27
3,Charlotte,Maryland,-17.0,8.45
5,Charlotte,South Carolina,-17.0,8.56
6,Charlotte,Texas-El Paso,-17.0,3.03
2,Charlotte,William & Mary,-17.0,0.74
4,Charlotte,Georgia State,-16.0,87.6
10,Charlotte,Rice,-16.0,499.85
8,Charlotte,Alabama-Birmingham,-16.0,54.12
1,Charlotte,Florida Atlantic,-16.0,3.03
9,Charlotte,Florida International,-16.0,71.6
3,Charlotte,Maryland,-16.0,11.03
5,Charlotte,South Carolina,-16.0,11.2
6,Charlotte,Texas-El Paso,-16.0,1.72
2,Charlotte,William & Mary,-16.0,0.25
4,Charlotte,Georgia State,-15.0,79.96
10,Charlotte,Rice,-15.0,479.48
8,Charlotte,Alabama-Birmingham,-15.0,47.9
1,Charlotte,Florida Atlantic,-15.0,4.65
9,Charlotte,Florida International,-15.0,79.32
3,Charlotte,Maryland,-15.0,13.96
5,Charlotte,South Carolina,-15.0,14.19
6,Charlotte,Texas-El Paso,-15.0,0.77
2,Charlotte,William & Mary,-15.0,0.02
4,Charlotte,Georgia State,-14.0,72.66
10,Charlotte,Rice,-14.0,459.53
8,Charlotte,Alabama-Birmingham,-14.0,42.06
1,Charlotte,Florida Atlantic,-14.0,6.62
9,Charlotte,Florida International,-14.0,87.44
3,Charlotte,Maryland,-14.0,17.23
5,Charlotte,South Carolina,-14.0,17.54
6,Charlotte,Texas-El Paso,-14.0,0.2
2,Charlotte,William & Mary,-14.0,0.05
4,Charlotte,Georgia State,-13.0,65.71
10,Charlotte,Rice,-13.0,440.0
8,Charlotte,Alabama-Birmingham,-13.0,36.59
1,Charlotte,Florida Atlantic,-13.0,8.93
9,Charlotte,Florida International,-13.0,95.96
3,Charlotte,Maryland,-13.0,20.85
5,Charlotte,South Carolina,-13.0,21.24
6,Charlotte,Texas-El Paso,-13.0,0.0
2,Charlotte,William & Mary,-13.0,0.34
4,Charlotte,Georgia State,-12.0,59.12
10,Charlotte,Rice,-12.0,420.9
8,Charlotte,Alabama-Birmingham,-12.0,31.51
1,Charlotte,Florida Atlantic,-12.0,11.59
9,Charlotte,Florida International,-12.0,104.87
3,Charlotte,Maryland,-12.0,24.81
5,Charlotte,South Carolina,-12.0,25.3
6,Charlotte,Texas-El Paso,-12.0,0.17
2,Charlotte,William & Mary,-12.0,0.89
4,Charlotte,Georgia State,-11.0,52.87
10,Charlotte,Rice,-11.0,402.22
8,Charlotte,Alabama-Birmingham,-11.0,26.81
1,Charlotte,Florida Atlantic,-11.0,14.6
9,Charlotte,Florida International,-11.0,114.17
3,Charlotte,Maryland,-11.0,29.12
5,Charlotte,South Carolina,-11.0,29.71
6,Charlotte,Texas-El Paso,-11.0,0.71
2,Charlotte,William & Mary,-11.0,1.71
4,Charlotte,Georgia State,-10.0,46.97
10,Charlotte,Rice,-10.0,383.97
8,Charlotte,Alabama-Birmingham,-10.0,22.49
1,Charlotte,Florida Atlantic,-10.0,17.95
9,Charlotte,Florida International,-10.0,123.87
3,Charlotte,Maryland,-10.0,33.77
5,Charlotte,South Carolina,-10.0,34.48
6,Charlotte,Texas-El Paso,-10.0,1.63
2,Charlotte,William & Mary,-10.0,2.78
4,Charlotte,Georgia State,-9.0,41.42
10,Charlotte,Rice,-9.0,366.14
8,Charlotte,Alabama-Birmingham,-9.0,18.54
1,Charlotte,Florida Atlantic,-9.0,21.65
9,Charlotte,Florida International,-9.0,133.97
3,Charlotte,Maryland,-9.0,38.76
5,Charlotte,South Carolina,-9.0,39.6
6,Charlotte,Texas-El Paso,-9.0,2.91
2,Charlotte,William & Mary,-9.0,4.11
4,Charlotte,Georgia State,-8.0,36.22
10,Charlotte,Rice,-8.0,348.73
8,Charlotte,Alabama-Birmingham,-8.0,14.98
1,Charlotte,Florida Atlantic,-8.0,25.7
9,Charlotte,Florida International,-8.0,144.46
3,Charlotte,Maryland,-8.0,44.1
5,Charlotte,South Carolina,-8.0,45.07
6,Charlotte,Texas-El Paso,-8.0,4.57
2,Charlotte,William & Mary,-8.0,5.71
4,Charlotte,Georgia State,-7.0,31.36
10,Charlotte,Rice,-7.0,331.75
8,Charlotte,Alabama-Birmingham,-7.0,11.8
1,Charlotte,Florida Atlantic,-7.0,30.1
9,Charlotte,Florida International,-7.0,155.35
3,Charlotte,Maryland,-7.0,49.78
5,Charlotte,South Carolina,-7.0,50.9
6,Charlotte,Texas-El Paso,-7.0,6.59
2,Charlotte,William & Mary,-7.0,7.57
4,Charlotte,Georgia State,-6.0,26.86
10,Charlotte,Rice,-6.0,315.19
8,Charlotte,Alabama-Birmingham,-6.0,8.99
1,Charlotte,Florida Atlantic,-6.0,34.84
9,Charlotte,Florida International,-6.0,166.63
3,Charlotte,Maryland,-6.0,55.81
5,Charlotte,South Carolina,-6.0,57.08
6,Charlotte,Texas-El Paso,-6.0,8.99
2,Charlotte,William & Mary,-6.0,9.69
4,Charlotte,Georgia State,-5.0,22.7
10,Charlotte,Rice,-5.0,299.05
8,Charlotte,Alabama-Birmingham,-5.0,6.57
1,Charlotte,Florida Atlantic,-5.0,39.92
9,Charlotte,Florida International,-5.0,178.31
3,Charlotte,Maryland,-5.0,62.18
5,Charlotte,South Carolina,-5.0,63.62
6,Charlotte,Texas-El Paso,-5.0,11.76
2,Charlotte,William & Mary,-5.0,12.06
4,Charlotte,Georgia State,-4.0,18.9
10,Charlotte,Rice,-4.0,283.34
8,Charlotte,Alabama-Birmingham,-4.0,4.53
1,Charlotte,Florida Atlantic,-4.0,45.35
9,Charlotte,Florida International,-4.0,190.39
3,Charlotte,Maryland,-4.0,68.9
5,Charlotte,South Carolina,-4.0,70.51
6,Charlotte,Texas-El Paso,-4.0,14.9
2,Charlotte,William & Mary,-4.0,14.7
4,Charlotte,Georgia State,-3.0,15.44
10,Charlotte,Rice,-3.0,268.06
8,Charlotte,Alabama-Birmingham,-3.0,2.86
1,Charlotte,Florida Atlantic,-3.0,51.13
9,Charlotte,Florida International,-3.0,202.86
3,Charlotte,Maryland,-3.0,75.96
5,Charlotte,South Carolina,-3.0,77.76
6,Charlotte,Texas-El Paso,-3.0,18.41
2,Charlotte,William & Mary,-3.0,17.61
4,Charlotte,Georgia State,-2.0,12.33
10,Charlotte,Rice,-2.0,253.19
8,Charlotte,Alabama-Birmingham,-2.0,1.58
1,Charlotte,Florida Atlantic,-2.0,57.26
9,Charlotte,Florida International,-2.0,215.72
3,Charlotte,Maryland,-2.0,83.36
5,Charlotte,South Carolina,-2.0,85.36
6,Charlotte,Texas-El Paso,-2.0,22.3
2,Charlotte,William & Mary,-2.0,20.77
9,Kent State,Akron,-7.0,6.75
4,Kent State,Long Island,-7.0,128.39
6,Kent State,Ohio,-7.0,29.74
5,Kent State,Georgia,-7.0,77.68
7,Kent State,Miami (OH),-7.0,15.03
3,Kent State,Oklahoma,-7.0,6.4
8,Kent State,Toledo,-7.0,3.38
2,Kent State,Washington,-7.0,1.6
9,Kent State,Akron,-6.0,4.64
4,Kent State,Long Island,-6.0,120.23
6,Kent State,Ohio,-6.0,25.35
5,Kent State,Georgia,-6.0,70.54
7,Kent State,Miami (OH),-6.0,11.89
3,Kent State,Oklahoma,-6.0,8.64
8,Kent State,Toledo,-6.0,5.17
2,Kent State,Washington,-6.0,2.79
9,Kent State,Akron,-5.0,2.92
4,Kent State,Long Island,-5.0,112.35
6,Kent State,Ohio,-5.0,21.32
5,Kent State,Georgia,-5.0,63.75
7,Kent State,Miami (OH),-5.0,9.11
3,Kent State,Oklahoma,-5.0,11.21
8,Kent State,Toledo,-5.0,7.34
2,Kent State,Washington,-5.0,4.31
9,Kent State,Akron,-4.0,1.6
4,Kent State,Long Island,-4.0,104.72
6,Kent State,Ohio,-4.0,17.63
5,Kent State,Georgia,-4.0,57.3
7,Kent State,Miami (OH),-4.0,6.7
3,Kent State,Oklahoma,-4.0,14.11
8,Kent State,Toledo,-4.0,9.89
2,Kent State,Washington,-4.0,6.16
9,Kent State,Akron,-3.0,0.67
4,Kent State,Long Island,-3.0,97.37
6,Kent State,Ohio,-3.0,14.29
5,Kent State,Georgia,-3.0,51.2
7,Kent State,Miami (OH),-3.0,4.66
3,Kent State,Oklahoma,-3.0,17.35
8,Kent State,Toledo,-3.0,12.82
2,Kent State,Washington,-3.0,8.34
9,Kent State,Akron,-2.0,0.14
4,Kent State,Long Island,-2.0,90.29
6,Kent State,Ohio,-2.0,11.3
5,Kent State,Georgia,-2.0,45.44
7,Kent State,Miami (OH),-2.0,2.99
3,Kent State,Oklahoma,-2.0,20.92
8,Kent State,Toledo,-2.0,16.14
2,Kent State,Washington,-2.0,10.85
9,Kent State,Akron,-1.0,0.0
4,Kent State,Long Island,-1.0,83.47
6,Kent State,Ohio,-1.0,8.66
5,Kent State,Georgia,-1.0,40.02
